time,latitude,longitude,depth,mag,magType,gap,dmin,rms,net,updated,place
2014-07-11T20:27:00.420Z,36.8677,142.4971,10.12,4.4,mb,157,3.461,0.56,us,2014-08-19T17:20:55.000Z,"145km E of Iwaki, Japan"
2014-07-11T20:22:33.530Z,36.8584,142.4214,13.31,4.2,mb,136,3.4,0.73,us,2014-08-19T16:42:44.754Z,"138km E of Iwaki, Japan"
2014-07-11T20:06:17.600Z,36.9009,142.5172,23.26,4.5,mb,128,3.479,0.72,us,2014-08-16T21:58:06.000Z,"146km E of Iwaki, Japan"
2014-07-11T19:59:11.710Z,36.865,142.4573,11.79,4.7,mb,99,3.429,1.47,us,2014-08-16T21:18:42.060Z,"141km E of Iwaki, Japan"
2014-07-11T19:51:25.390Z,36.9436,142.5819,18.15,4.8,mb,143,3.535,1.14,us,2014-08-16T20:04:28.000Z,"151km E of Iwaki, Japan"
2014-07-11T19:47:36.690Z,36.8633,142.5422,9.84,4.6,mb,143,3.496,1.23,us,2014-08-16T19:48:52.158Z,"149km E of Iwaki, Japan"
2014-07-11T19:42:58.120Z,36.8053,142.5571,10.59,4.5,mb,135,3.505,0.78,us,2014-08-16T18:23:29.000Z,"151km E of Iwaki, Japan"
2014-07-11T19:39:37.590Z,36.782,142.8209,10,4.7,mb,136,3.715,1.12,us,2014-08-16T17:53:52.787Z,"175km E of Iwaki, Japan"
2014-07-11T19:38:03.480Z,36.86,142.6559,20.99,4.7,mb,123,3.587,0.77,us,2014-08-16T17:33:55.000Z,"159km E of Iwaki, Japan"
2014-07-11T19:35:52.550Z,36.907,142.4134,11.65,4.8,mb,136,3.397,0.82,us,2014-08-16T17:19:19.971Z,"137km E of Iwaki, Japan"
2014-07-11T19:34:05.310Z,36.7981,142.5773,11.3,5,mb,184,3.521,0.63,us,2014-08-16T17:10:33.000Z,"153km E of Iwaki, Japan"
2014-07-11T19:30:49.170Z,37.0358,142.4068,9.23,5.1,mb,165,3.405,0.89,us,2014-08-16T17:00:02.309Z,"134km ESE of Namie, Japan"
2014-07-11T19:28:14.250Z,36.9093,142.4903,17.59,5.2,mb,90,3.459,1.05,us,2014-08-16T16:36:05.694Z,"143km E of Iwaki, Japan"
2014-07-11T19:22:00.820Z,37.0052,142.4525,20,6.5,mww,9,2.421,0.75,us,2014-09-04T15:52:15.000Z,"139km E of Iwaki, Japan"
2014-07-11T13:11:45.690Z,26.3117,125.8288,115.5,5.3,mwb,33,2.249,0.82,us,2014-08-28T15:43:14.000Z,"176km NNE of Hirara, Japan"
2014-07-10T23:42:31.480Z,39.0807,143.64,17.38,4,mb,138,2.954,0.82,us,2014-08-15T00:39:34.045Z,"151km ESE of Yamada, Japan"
2014-07-10T22:59:13.240Z,35.524,141.191,23.84,4.4,mb,94,2.621,1.05,us,2014-08-14T22:49:44.228Z,"39km SE of Hasaki, Japan"
2014-07-10T08:58:55.620Z,36.7485,140.5509,19.99,4.7,mb,112,1.894,0.92,us,2014-08-27T10:38:10.000Z,"15km WNW of Takahagi, Japan"
2014-07-10T02:40:53.680Z,29.0975,142.4086,25.19,4.4,mb,118,2.004,0.89,us,2014-08-19T00:48:17.046Z,"224km N of Chichi-shima, Japan"
2014-07-10T00:33:30.700Z,27.9094,139.3776,515.79,4.2,mb,57,2.621,0.58,us,2014-08-12T05:04:43.315Z,"295km WNW of Chichi-shima, Japan"
2014-07-09T15:49:40.030Z,23.0273,124.9902,39.63,4.4,mb,108,2.311,1.44,us,2014-08-17T19:22:01.000Z,"168km SSE of Ishigaki, Japan"
2014-07-09T06:22:20.600Z,29.068,141.5141,43.44,4.1,mb,107,2.052,0.68,us,2014-08-21T10:23:41.515Z,"230km NNW of Chichi-shima, Japan"
2014-07-09T02:30:34.090Z,36.7784,140.5184,37.65,4.1,mb,123,1.871,0.65,us,2014-08-18T00:39:35.614Z,"15km E of Daigo, Japan"
2014-07-08T16:57:03.200Z,27.4113,140.1668,469.6,4.4,mb,159,9.258,0.33,us,2014-08-14T14:26:45.235Z,"206km W of Chichi-shima, Japan"
2014-07-08T12:52:51.870Z,39.2434,142.8375,38.43,4,mb,169,2.779,0.61,us,2014-08-18T10:43:06.514Z,"80km ESE of Yamada, Japan"
2014-07-08T09:05:22.970Z,42.6676,141.3472,10,5.5,mwb,36,1.492,1.05,us,2014-09-04T15:52:10.000Z,"13km N of Shiraoi, Japan"
2014-07-08T06:05:17.090Z,27.8409,142.8875,19.01,4.6,mb,116,0.97,0.91,us,2014-08-15T11:12:45.532Z,"106km NE of Chichi-shima, Japan"
2014-07-08T04:33:33.290Z,27.7355,142.8507,31.81,4.8,mb,57,0.87,0.78,us,2014-08-14T23:20:27.000Z,"95km NE of Chichi-shima, Japan"
2014-07-08T04:01:11.200Z,27.6739,142.7321,42.17,4.4,mb,137,0.754,0.46,us,2014-08-14T05:49:43.000Z,"82km NE of Chichi-shima, Japan"
2014-07-08T02:23:55.980Z,24.6519,141.4524,17.6,4.4,mb,174,2.521,0.25,us,2014-08-14T05:21:06.000Z,"18km SE of Iwo Jima, Japan"
2014-07-08T02:14:54.270Z,30.5029,130.9757,61.02,4,mb,157,2.615,0.76,us,2014-08-14T05:09:46.000Z,"25km S of Nishinoomote, Japan"
2014-07-07T22:57:40.250Z,36.2402,141.2598,20.06,4.4,mb,139,2.479,0.5,us,2014-08-09T03:40:37.786Z,"59km E of Oarai, Japan"
2014-07-07T18:09:18.750Z,35.4244,140.835,50.37,4.7,mb,142,2.403,0.57,us,2014-08-20T15:35:23.429Z,"34km S of Hasaki, Japan"
2014-07-07T11:29:59.140Z,28.0111,139.4775,505.97,4.2,mb,142,7.607,0.32,us,2014-08-18T05:45:21.724Z,"289km WNW of Chichi-shima, Japan"
2014-07-07T02:40:42.350Z,42.0035,142.3969,67.79,4.6,mb,100,0.566,0.7,us,2014-08-15T22:53:53.000Z,"36km S of Shizunai, Japan"
2014-07-06T19:28:40.190Z,38.9878,142.397,55.49,4.3,mb,155,3.079,1.02,us,2014-08-10T16:28:07.000Z,"54km SE of Kamaishi, Japan"
2014-07-05T20:22:56.510Z,42.1453,143.0106,59.97,4.8,mb,47,0.169,0.82,us,2014-08-08T23:14:15.372Z,"57km ESE of Shizunai, Japan"
2014-07-05T14:59:33.860Z,37.3439,141.7252,36.72,4.9,mb,77,2.928,0.56,us,2014-08-28T15:23:24.000Z,"66km ESE of Namie, Japan"
2014-07-05T12:21:31.790Z,39.7851,142.2669,9.33,4.1,mb,136,2.327,0.31,us,2014-08-09T10:19:16.576Z,"31km ENE of Miyako, Japan"
2014-07-05T09:16:58.930Z,24.3266,125.366,30.83,4.5,mb,122,2.151,0.79,us,2014-08-08T12:22:59.457Z,"53km S of Hirara, Japan"
2014-07-05T07:55:23.730Z,39.3958,142.5761,50,4.4,mb,135,2.653,1.18,us,2014-07-22T12:32:17.000Z,"54km E of Yamada, Japan"
2014-07-04T22:42:05.070Z,39.648,142.0802,50.31,5.7,mww,17,2.501,0.72,us,2014-09-04T15:52:05.000Z,"11km E of Miyako, Japan"
2014-07-04T21:01:20.960Z,24.9053,127.8614,10,4.1,mb,154,1.958,0.61,us,2014-08-04T03:05:44.750Z,"136km S of Itoman, Japan"
2014-07-04T17:24:42.480Z,27.6346,139.9715,476.14,4.3,mb,52,2.04,0.77,us,2014-08-12T17:02:16.026Z,"230km WNW of Chichi-shima, Japan"
2014-07-04T15:16:56.970Z,37.2591,141.5868,46.87,4.6,mb,151,2.8,1.02,us,2014-08-10T17:05:19.000Z,"57km ESE of Namie, Japan"
2014-07-04T01:29:36.990Z,26.0899,142.1839,19.94,4.3,mb,190,1.001,1.06,us,2014-08-05T22:45:46.000Z,"110km S of Chichi-shima, Japan"
2014-07-03T23:45:19.000Z,25.9985,142.8392,6.16,4.5,mb,135,1.24,1.24,us,2014-08-08T23:07:55.269Z,"135km SSE of Chichi-shima, Japan"
